title,release_date,release_year,revenue,genres
Milk Money,1994-08-31,1994,18137661,"['Comedy', 'Romance']"
The River Wild,1994-09-30,1994,0,"['Action', 'Adventure', 'Crime', 'Thriller']"
Stop-Loss,2008-03-28,2008,11207130,"['Drama', 'War']"
Harry and the Hendersons,1987-06-05,1987,49998613,"['Comedy', 'Family', 'Fantasy']"
The Sure Thing,1985-03-01,1985,0,"['Comedy', 'Drama', 'Romance']"
Hollow Man II,2006-05-23,2006,0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
Friends with Money,2006-09-07,2006,13368437,"['Comedy', 'Drama', 'Romance']"
Derailed,2005-11-11,2005,57479076,"['Drama', 'Thriller']"
The Ice Harvest,2005-11-23,2005,0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Just Like Heaven,2005-09-16,2005,102854431,"['Comedy', 'Fantasy', 'Romance']"
The Insider,1999-10-28,1999,60289912,"['Drama', 'Thriller']"
Dark Water,2005-07-08,2005,25473093,"['Drama', 'Horror', 'Thriller']"
The Prophecy 3: The Ascent,2000-03-14,2000,0,"['Fantasy', 'Horror', 'Thriller']"
Jackass: The Movie,2002-10-21,2002,64282312,"['Comedy', 'Documentary']"
Midnight Run,1988-07-20,1988,38413606,"['Adventure', 'Comedy', 'Crime']"
Treasure Planet,2002-11-26,2002,109578115,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']"
The Santa Clause 2,2002-10-31,2002,0,"['Fantasy', 'Comedy', 'Family']"
All the Boys Love Mandy Lane,2008-02-15,2008,0,"['Horror', 'Mystery', 'Thriller']"
Spirit: Stallion of the Cimarron,2002-05-24,2002,122563539,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']"
For Love or Money,1993-10-01,1993,11146270,"['Comedy', 'Romance']"
The Importance of Being Earnest,2002-05-17,2002,0,"['Comedy', 'Drama', 'History', 'Romance']"
The Guru,2002-08-21,2002,0,"['Comedy', 'Romance']"
What Happens in Vegas,2008-05-07,2008,170000000,"['Comedy', 'Romance']"
The Eye,2008-02-01,2008,56309766,"['Drama', 'Horror', 'Thriller']"
Big Daddy,1999-06-25,1999,234801895,"['Comedy', 'Drama']"
The Prophecy II,1998-01-20,1998,0,"['Fantasy', 'Horror', 'Thriller']"
The Banger Sisters,2002-09-20,2002,0,"['Comedy', 'Drama']"
Slither,2006-03-31,2006,0,"['Comedy', 'Horror', 'Science Fiction']"
Eight Below,2006-02-17,2006,120455994,"['Adventure', 'Drama', 'Family']"
Grease 2,1982-06-11,1982,15171476,"['Comedy', 'Family', 'Music', 'Romance']"
The Heartbreak Kid,2007-10-05,2007,127766650,['Comedy']
Trapped,2002-09-20,2002,6916869,"['Action', 'Crime', 'Drama', 'Thriller']"
Serpico,1973-12-05,1973,29800000,"['Crime', 'Drama', 'History']"
The Cave,2005-08-26,2005,15007991,"['Action', 'Adventure', 'Horror', 'Thriller']"
The Family Stone,2005-12-14,2005,0,"['Comedy', 'Drama', 'Romance']"
10,1979-10-04,1979,74865517,"['Comedy', 'Romance']"
DOA: Dead or Alive,2006-09-07,2006,480314,"['Adventure', 'Action', 'Thriller']"
Gone Fishin',1997-05-30,1997,0,"['Comedy', 'Family']"
Terminal Velocity,1994-09-23,1994,16478900,"['Action', 'Thriller']"
Only You,1994-09-17,1994,0,"['Comedy', 'Romance']"
Tales from the Crypt: Demon Knight,1995-01-13,1995,0,"['Horror', 'Comedy', 'Thriller']"
Just Cause,1995-02-17,1995,0,"['Action', 'Drama', 'Mystery', 'Thriller']"
Love Story,1970-12-16,1970,136400000,"['Drama', 'Romance']"
The Brady Bunch Movie,1995-02-16,1995,0,['Comedy']
Tank Girl,1995-03-31,1995,4064495,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']"
Mighty Morphin Power Rangers: The Movie,1995-06-30,1995,66000000,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']"
Living in Oblivion,1995-01-20,1995,1148752,"['Drama', 'Comedy']"
Little Man,2006-08-31,2006,101595121,"['Comedy', 'Crime']"
Free Willy 2 - The Adventure Home,1995-07-19,1995,0,['Adventure']
The Man,2005-09-08,2005,12382362,"['Action', 'Comedy', 'Crime']"
Tarantula,1955-12-14,1955,0,"['Horror', 'Science Fiction', 'Thriller']"
The Sword in the Stone,1963-12-25,1963,22182353,"['Animation', 'Family']"
Dying Young,1991-06-20,1991,0,"['Drama', 'Romance']"
Spies Like Us,1985-12-06,1985,0,"['Comedy', 'Adventure']"
Waking Life,2001-01-23,2001,3176880,"['Animation', 'Drama']"
Harlem Nights,1989-11-17,1989,60864870,"['Comedy', 'Crime', 'Drama']"
Young Guns II,1990-08-01,1990,0,"['Western', 'Adventure']"
The American President,1995-11-17,1995,107879496,"['Comedy', 'Drama', 'Romance']"
Home for the Holidays,1995-11-02,1995,17519169,"['Comedy', 'Drama', 'Romance']"
"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,1995,47774193,['Comedy']
Sudden Death,1995-10-27,1995,64350171,"['Action', 'Adventure', 'Thriller']"
Snow White: A Tale of Terror,1997-07-18,1997,0,"['Fantasy', 'Horror']"
The Four Feathers,2002-09-08,2002,29882645,"['War', 'Adventure', 'Drama', 'Romance']"
Mary Reilly,1996-02-23,1996,12379402,"['Drama', 'Horror', 'Thriller', 'Romance']"
Medicine Man,1992-02-07,1992,0,['Adventure']
Sgt. Bilko,1996-03-29,1996,0,"['Comedy', 'Family']"
The Craft,1996-05-03,1996,24769466,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
Down Periscope,1996-03-01,1996,0,['Comedy']
Screamers,1995-09-08,1995,5781885,"['Horror', 'Science Fiction']"
The Quest,1996-04-19,1996,57400547,"['Action', 'Adventure']"
Buffalo Soldiers,2001-09-08,2001,0,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']"
Broken Arrow,1996-02-09,1996,150270147,"['Action', 'Adventure', 'Drama', 'Thriller']"
Hot Shots! Part Deux,1993-05-21,1993,133752825,"['Action', 'Comedy', 'War']"
S.W.A.T.,2003-08-08,2003,116643346,"['Action', 'Thriller', 'Crime']"
Welcome to Collinwood,2002-05-24,2002,0,['Comedy']
The Wedding Banquet,1993-08-04,1993,6933459,"['Comedy', 'Drama', 'Romance']"
My Mom's New Boyfriend,2008-04-30,2008,0,"['Action', 'Comedy', 'Romance']"
Now and Then,1995-10-20,1995,27400000,"['Comedy', 'Drama', 'Family']"
Poison Ivy,1992-05-08,1992,0,['Thriller']
Blue Crush,2002-08-08,2002,51842679,['Adventure']
Eraser,1996-06-21,1996,242295562,"['Action', 'Drama', 'Mystery', 'Thriller']"
Brick,2005-01-30,2005,3919254,"['Drama', 'Mystery']"
Virtuosity,1995-08-04,1995,24048000,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
The Good Son,1993-09-24,1993,44456478,"['Drama', 'Horror', 'Thriller']"
Ace Ventura: When Nature Calls,1995-11-10,1995,212385533,"['Crime', 'Comedy', 'Adventure']"
Death to Smoochy,2002-03-28,2002,0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
The Faculty,1998-12-25,1998,40283321,"['Horror', 'Mystery', 'Science Fiction', 'Fantasy']"
The Sting,1973-12-25,1973,159616327,"['Comedy', 'Crime', 'Drama']"
Freejack,1992-01-17,1992,0,['Science Fiction']
Witness,1985-02-08,1985,68706993,"['Crime', 'Drama', 'Romance', 'Thriller']"
11:14,2003-05-16,2003,0,"['Crime', 'Drama', 'Thriller']"
Beautiful Girls,1996-02-09,1996,0,"['Comedy', 'Drama', 'Romance']"
Road Trip,2000-05-19,2000,119754278,"['Comedy', 'Adventure']"
Final Destination 3,2006-02-10,2006,117719158,"['Horror', 'Mystery']"
Dungeons & Dragons: Wrath of the Dragon God,2005-01-01,2005,0,"['Action', 'Adventure', 'Fantasy']"
The Longest Day,1962-09-25,1962,50100000,"['Action', 'Drama', 'History', 'War']"
Crocodile Dundee in Los Angeles,2001-04-12,2001,39438674,"['Adventure', 'Comedy']"
The Longest Yard,2005-05-27,2005,190320568,"['Comedy', 'Drama']"
Hudson Hawk,1991-05-23,1991,17218080,"['Action', 'Adventure', 'Comedy']"
John Tucker Must Die,2006-07-27,2006,41009669,['Comedy']
Phenomenon,1996-07-05,1996,152036382,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
S1m0ne,2002-08-23,2002,19576023,"['Comedy', 'Drama', 'Science Fiction']"
Monster House,2006-07-21,2006,140175006,"['Animation', 'Comedy', 'Family', 'Fantasy']"
Up Close & Personal,1996-03-01,1996,0,"['Drama', 'Romance']"
Bound,1996-09-13,1996,7011317,"['Crime', 'Drama', 'Romance', 'Thriller']"
Multiplicity,1996-07-19,1996,0,"['Comedy', 'Fantasy', 'Science Fiction']"
The Island of Dr. Moreau,1996-08-23,1996,49627779,"['Fantasy', 'Horror', 'Science Fiction']"
High School High,1996-10-25,1996,21302121,['Comedy']
American Dreamz,2006-03-04,2006,7314027,"['Comedy', 'Drama', 'Family']"
Mortal Kombat,1995-08-18,1995,122195920,"['Action', 'Fantasy']"
The Man in the Iron Mask,1998-03-12,1998,182968902,"['Action', 'Adventure', 'Drama', 'History']"
Flightplan,2005-09-22,2005,223387299,"['Thriller', 'Drama', 'Mystery']"
The Last Boy Scout,1991-12-11,1991,59509925,"['Action', 'Thriller']"
The Avengers,1998-08-13,1998,48585416,['Thriller']
The Jungle Book,1967-10-17,1967,205843612,"['Family', 'Animation', 'Adventure']"
Romancing the Stone,1984-03-30,1984,86572238,"['Action', 'Adventure', 'Comedy', 'Romance']"
The Nutty Professor,1996-06-26,1996,128769345,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
Karma,2008-01-01,2008,0,"['Mystery', 'Crime']"
Clear and Present Danger,1994-08-03,1994,215887717,"['Action', 'Drama', 'Thriller']"
Last Man Standing,1996-09-20,1996,47267001,"['Action', 'Crime', 'Drama', 'Thriller']"
The Scorpion King,2002-04-16,2002,165333180,"['Action', 'Fantasy', 'Adventure']"
Police Academy,1984-03-22,1984,146198896,"['Comedy', 'Crime']"
Click,2006-06-22,2006,237681299,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
The Goonies,1985-06-07,1985,61503218,"['Adventure', 'Comedy', 'Family']"
The Core,2003-03-28,2003,74208267,"['Action', 'Thriller', 'Adventure', 'Science Fiction']"
The Mask of Zorro,1998-07-16,1998,250288523,"['Action', 'Adventure']"
Kids,1995-07-28,1995,7412216,"['Drama', 'Crime']"
Risky Business,1983-08-05,1983,63541777,"['Comedy', 'Romance']"
Species,1995-07-07,1995,113374103,"['Science Fiction', 'Horror', 'Action']"
Universal Soldier,1992-07-10,1992,0,"['Thriller', 'Action', 'Science Fiction', 'Crime']"
Cliffhanger,1993-05-28,1993,255000211,"['Action', 'Adventure', 'Thriller']"
EuroTrip,2004-02-20,2004,20796847,['Comedy']
Nacho Libre,2006-06-16,2006,80197993,"['Comedy', 'Family']"
"Honey, I Shrunk the Kids",1989-06-22,1989,222724172,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Look Who's Talking Too,1990-12-14,1990,0,"['Romance', 'Comedy']"
One Hour Photo,2002-08-21,2002,52223306,"['Horror', 'Thriller']"
Final Destination 2,2003-01-31,2003,90426405,"['Horror', 'Mystery']"
Maverick,1994-05-20,1994,0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']"
Anaconda,1997-04-11,1997,136,"['Adventure', 'Horror', 'Thriller']"
The Last of the Mohicans,1992-09-25,1992,75505856,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
Tremors,1990-01-19,1990,48572000,"['Action', 'Horror']"
Donnie Brasco,1997-02-27,1997,41954997,"['Crime', 'Drama', 'Thriller']"
El Mariachi,1992-09-04,1992,2040920,"['Action', 'Crime', 'Thriller']"
Super Size Me,2004-01-17,2004,28575078,"['Documentary', 'Comedy', 'Drama']"
The Texas Chainsaw Massacre,2003-05-21,2003,107071655,['Horror']
Death Becomes Her,1992-07-30,1992,149022650,"['Comedy', 'Fantasy', 'Horror']"
Ferris Bueller's Day Off,1986-06-11,1986,70136369,['Comedy']
Thir13en Ghosts,2001-10-26,2001,0,"['Horror', 'Thriller']"
Boys on the Side,1995-02-03,1995,23450000,"['Comedy', 'Drama']"
Hollow Man,2000-08-04,2000,190213455,"['Action', 'Science Fiction', 'Thriller']"
Starsky & Hutch,2004-03-05,2004,170268750,"['Comedy', 'Crime']"
In the Line of Fire,1993-07-08,1993,176997168,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']"
Conan the Barbarian,1982-04-02,1982,79114085,"['Adventure', 'Fantasy', 'Action']"
Thank You for Smoking,2005-09-05,2005,24793509,"['Comedy', 'Drama']"
Jerry Maguire,1996-12-13,1996,273552592,"['Comedy', 'Drama', 'Romance']"
Above the Law,1988-04-08,1988,18869631,"['Action', 'Thriller']"
Crocodile Dundee II,1988-05-19,1988,239606210,"['Adventure', 'Comedy']"
Evolution,2001-06-08,2001,98376292,"['Action', 'Comedy', 'Science Fiction']"
Zoolander,2001-09-28,2001,60780981,['Comedy']
Lionheart,1990-06-07,1990,24078196,"['Action', 'Thriller']"
Set It Off,1996-11-06,1996,41590886,"['Action', 'Crime', 'Drama']"
2 Days in the Valley,1996-09-11,1996,0,"['Comedy', 'Crime']"
Private Parts,1997-03-07,1997,41230799,"['Comedy', 'Drama']"
Double Team,1997-04-04,1997,0,"['Action', 'Science Fiction']"
An American Werewolf in Paris,1997-12-25,1997,26570463,"['Horror', 'Comedy']"
Red Corner,1997-10-30,1997,0,"['Crime', 'Drama', 'Thriller']"
Surf's Up,2007-06-08,2007,149044513,"['Animation', 'Comedy', 'Family']"
Another Stakeout,1993-07-22,1993,0,"['Action', 'Comedy']"
Great Expectations,1998-01-19,1998,55494066,"['Comedy', 'Drama', 'Romance']"
Fallen,1998-01-16,1998,25232289,"['Crime', 'Drama', 'Action', 'Thriller']"
Picture Perfect,1997-01-08,1997,44332015,"['Comedy', 'Romance']"
The Man Who Knew Too Little,1997-11-14,1997,13801755,"['Comedy', 'Thriller', 'Crime', 'Action']"
Murder at 1600,1997-04-18,1997,25804707,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
Money Talks,1997-08-22,1997,0,"['Action', 'Adventure', 'Comedy']"
Wrongfully Accused,1998-08-21,1998,0,"['Action', 'Adventure', 'Comedy']"
A Civil Action,1998-03-05,1998,56702901,['Drama']
Virus,1999-01-14,1999,30,"['Horror', 'Action', 'Science Fiction']"
Disturbing Behavior,1998-07-24,1998,17507368,"['Mystery', 'Horror', 'Science Fiction']"
Soldier,1998-10-23,1998,14567883,"['Action', 'War', 'Science Fiction']"
The Fly,1986-08-15,1986,60629159,"['Horror', 'Science Fiction']"
The Royal Tenenbaums,2001-10-05,2001,71441250,"['Comedy', 'Drama']"
A Night at the Roxbury,1998-10-01,1998,30331165,['Comedy']
The Edge,1997-09-06,1997,43312294,"['Action', 'Adventure', 'Drama']"
Grosse Pointe Blank,1997-04-11,1997,28084357,"['Action', 'Comedy', 'Thriller', 'Romance']"
Kiss the Girls,1997-10-03,1997,60527873,"['Drama', 'Mystery', 'Thriller', 'Crime']"
Mr. Magoo,1997-12-25,1997,0,"['Comedy', 'Family']"
Primary Colors,1998-03-20,1998,0,"['Comedy', 'Drama']"
Stepmom,1998-12-25,1998,0,"['Drama', 'Romance', 'Comedy']"
Dead Men Don't Wear Plaid,1982-05-21,1982,18196170,"['Comedy', 'Mystery']"
Anastasia,1997-11-20,1997,139804348,"['Animation', 'Family']"
Apt Pupil,1998-10-23,1998,0,"['Drama', 'Thriller']"
Jungle 2 Jungle,1997-03-07,1997,0,"['Comedy', 'Family']"
The Big Hit,1998-04-24,1998,27007143,"['Action', 'Adventure', 'Comedy', 'Thriller']"
The Borrowers,1997-12-05,1997,0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
Brassed Off,1996-11-01,1996,0,"['Comedy', 'Romance', 'Drama']"
Election,1999-04-23,1999,0,['Comedy']
Bulworth,1998-05-15,1998,29202884,"['Comedy', 'Drama']"
Caligula,1979-01-21,1979,23438120,"['Drama', 'History', 'Romance']"
EverAfter,1998-07-31,1998,65705772,"['Drama', 'Romance', 'Comedy']"
The Corruptor,1999-03-12,1999,15156200,"['Action', 'Crime', 'Mystery', 'Thriller']"
The Crow: Salvation,2000-10-31,2000,0,"['Action', 'Science Fiction', 'Thriller']"
Deep Rising,1998-01-30,1998,11203026,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
Desperate Measures,1998-01-30,1998,0,"['Action', 'Drama', 'Thriller']"
Woodstock,1970-03-26,1970,34505110,"['History', 'Documentary', 'Music']"
Enter the Dragon,1973-08-17,1973,0,"['Action', 'Crime', 'Thriller']"
Buffalo '66,1998-01-20,1998,2375097,"['Romance', 'Comedy', 'Crime', 'Drama']"
Cookie's Fortune,1999-01-22,1999,10920544,"['Comedy', 'Drama', 'Thriller']"
Celebrity,1998-09-07,1998,0,"['Drama', 'Comedy']"
He Got Game,1998-05-01,1998,21567853,['Drama']
Charlie's Angels: Full Throttle,2003-06-27,2003,259175788,"['Action', 'Adventure', 'Comedy']"
DodgeBall: A True Underdog Story,2004-06-18,2004,167722310,['Comedy']
"South Park: Bigger, Longer & Uncut",1999-06-30,1999,78608288,"['Animation', 'Comedy', 'Music']"
Scent of a Woman,1992-12-23,1992,134095253,['Drama']
A Knight's Tale,2001-05-11,2001,117487473,"['Adventure', 'Drama', 'Romance', 'Action']"
King Arthur,2004-07-07,2004,203567857,"['Adventure', 'War', 'History']"
The Nightmare Before Christmas,1993-10-09,1993,75634409,"['Fantasy', 'Animation', 'Family']"
Daredevil,2003-02-14,2003,179179718,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']"
The Bone Collector,1999-11-04,1999,151493655,"['Drama', 'Mystery', 'Thriller', 'Crime']"
Judge Dredd,1995-06-30,1995,113493481,['Science Fiction']
A Bug's Life,1998-11-25,1998,363258859,"['Adventure', 'Animation', 'Comedy', 'Family']"
Spy Kids 2: The Island of Lost Dreams,2002-08-07,2002,119723358,"['Action', 'Adventure', 'Family']"
You've Got Mail,1998-12-17,1998,250821495,"['Comedy', 'Romance']"
Half Baked,1998-01-16,1998,17460020,"['Comedy', 'Crime']"
Blue Steel,1990-03-16,1990,8,['Thriller']
Twins,1988-12-09,1988,216614388,['Comedy']
Look Who's Talking,1989-10-12,1989,296000000,"['Comedy', 'Romance']"
The Crow,1994-05-11,1994,94000000,"['Fantasy', 'Action', 'Thriller']"
Le Divorce,2003-08-08,2003,12991996,"['Comedy', 'Drama', 'Romance']"
Crying Freeman,1995-04-23,1995,0,"['Action', 'Crime']"
Kung Fu Panda,2008-06-04,2008,631744560,"['Adventure', 'Animation', 'Family', 'Comedy']"
Glengarry Glen Ross,1992-09-15,1992,10725228,"['Crime', 'Drama', 'Mystery']"
Anger Management,2003-04-11,2003,195745823,['Comedy']
Runaway,1984-12-14,1984,0,"['Thriller', 'Crime', 'Science Fiction']"
Man on Fire,2004-04-23,2004,130293714,"['Action', 'Drama', 'Thriller', 'Crime']"
Garfield: A Tail of Two Kitties,2006-06-15,2006,141702264,"['Animation', 'Comedy', 'Family']"
The Matador,2005-05-12,2005,17297244,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Menace II Society,1993-05-26,1993,27900000,"['Drama', 'Action', 'Crime']"
Bully,2001-06-15,2001,480811,"['Crime', 'Drama']"
Wedding Crashers,2005-07-13,2005,285176741,"['Comedy', 'Romance']"
A Prairie Home Companion,2006-06-09,2006,0,"['Drama', 'Comedy', 'Music']"
Candyman,1992-10-16,1992,25792310,"['Drama', 'Horror', 'Thriller']"
RV,2006-04-28,2006,87528173,['Comedy']
Superman III,1983-06-17,1983,75850624,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Final Destination,2000-03-17,2000,53302314,['Horror']
Red Dragon,2002-09-29,2002,209196298,"['Crime', 'Horror', 'Thriller']"
Analyze This,1999-03-05,1999,176885658,"['Comedy', 'Crime']"
Bio-Dome,1996-01-12,1996,0,['Comedy']
Dead Ringers,1988-09-23,1988,8038508,"['Drama', 'Horror', 'Thriller']"
Jersey Girl,2004-03-25,2004,36098382,"['Comedy', 'Romance']"
The Hitcher,1986-02-21,1986,5844868,"['Action', 'Horror', 'Thriller']"
Prince of Persia: The Sands of Time,2010-05-19,2010,335154643,"['Adventure', 'Fantasy', 'Action', 'Romance']"
FearDotCom,2002-08-09,2002,18902015,"['Horror', 'Thriller']"
Sniper,1993-01-29,1993,18994653,"['Action', 'Drama', 'Thriller']"
Ricochet,1991-10-04,1991,21760000,"['Action', 'Crime', 'Thriller']"
The Adventures of Ford Fairlane,1990-07-11,1990,20423389,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']"
The Right Stuff,1983-10-20,1983,21500000,"['Drama', 'History']"
The Exorcist,1973-12-26,1973,441306145,"['Drama', 'Horror', 'Thriller']"
Darkman,1990-08-24,1990,48878502,"['Action', 'Science Fiction', 'Crime']"
Boat Trip,2002-10-01,2002,8586376,['Comedy']
King of New York,1990-07-18,1990,2554476,"['Thriller', 'Crime']"
A Perfect World,1993-11-24,1993,135130999,"['Crime', 'Drama', 'Thriller']"
A Walk in the Clouds,1995-08-11,1995,50012507,"['Drama', 'Romance']"
TerrorStorm: A History of Government-Sponsored Terrorism,2006-01-01,2006,0,['Documentary']
Timeline,2003-11-26,2003,43935763,"['Action', 'Adventure', 'Science Fiction']"
Any Given Sunday,1999-12-16,1999,100230832,['Drama']
The Fan,1996-08-15,1996,18626419,"['Drama', 'Mystery', 'Thriller']"
Tears of the Sun,2003-03-07,2003,85632458,"['Action', 'Drama', 'War']"
The Dentist,1996-06-07,1996,0,"['Horror', 'Thriller']"
Hard to Kill,1990-02-09,1990,47410000,"['Action', 'Thriller']"
The Black Hole,1979-12-18,1979,35841901,"['Adventure', 'Family', 'Science Fiction', 'Action']"
Dazed and Confused,1993-09-24,1993,7993039,"['Comedy', 'Drama']"
Blood Work,2002-08-04,2002,26199517,"['Crime', 'Thriller']"
Flubber,1997-11-26,1997,177977226,"['Comedy', 'Family', 'Science Fiction']"
Tootsie,1982-12-16,1982,177200000,"['Comedy', 'Romance']"
A Guy Thing,2003-01-17,2003,17432163,"['Comedy', 'Romance']"
Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,2002,0,"['Comedy', 'Drama', 'Romance']"
Convoy,1978-06-27,1978,22765081,"['Action', 'Comedy', 'Drama', 'Adventure']"
Not Without My Daughter,1991-01-11,1991,0,"['Drama', 'Thriller']"
The Bonfire of the Vanities,1990-12-21,1990,15691192,"['Comedy', 'Drama']"
Little Women,1994-12-21,1994,0,"['Drama', 'Romance']"
Quigley Down Under,1990-10-17,1990,0,"['Romance', 'Action', 'Adventure', 'Western', 'Drama']"
That Thing You Do!,1996-10-04,1996,34585416,"['Comedy', 'Drama']"
Last Action Hero,1993-06-18,1993,137298489,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
Double Impact,1991-07-31,1991,30102717,"['Thriller', 'Action', 'Crime', 'Drama']"
Hot Shots!,1991-07-31,1991,181096164,"['Action', 'Comedy', 'War']"
Babe,1995-07-18,1995,254134910,"['Fantasy', 'Drama', 'Comedy', 'Family']"
The Blob,1988-08-05,1988,8247943,"['Horror', 'Science Fiction']"
Big Momma's House,2000-05-31,2000,173959438,"['Crime', 'Comedy']"
Coming to America,1988-06-29,1988,288752301,"['Comedy', 'Romance']"
